time,x_c,x_c_dot,gamma,gamma_dot
2.852852852852852727e+00,2.291531214865494714e+00,9.965811080031514724e-01,-2.281608514094796494e-02,7.851794340739659539e-02
2.882882882882882747e+00,2.321449693367447331e+00,9.960048824329181816e-01,-2.050517113043350340e-02,7.531358805922809541e-02
2.912912912912912766e+00,2.351352056489401932e+00,9.955094507290357386e-01,-1.829267505034161759e-02,7.190681646071324373e-02
2.942942942942942786e+00,2.381240607107113494e+00,9.950882776656642115e-01,-1.618272325097766529e-02,6.838319448406869616e-02
2.972972972972972805e+00,2.411117538476216016e+00,9.947321624488674185e-01,-1.417917925178502174e-02,6.489532544519570345e-02
3.003003003003002824e+00,2.440984809929336308e+00,9.944419147071585918e-01,-1.228246182128960549e-02,6.133222140679966961e-02
3.033033033033032844e+00,2.470844306856557981e+00,9.942122383714211420e-01,-1.049377296207225363e-02,5.774136399442456741e-02
3.063063063063062863e+00,2.500697791313634788e+00,9.940369446174756041e-01,-8.813831608275087687e-03,5.419305757099898702e-02
3.093093093093092882e+00,2.530546836809961952e+00,9.939158325182851916e-01,-7.241175260644798148e-03,5.060113793179618624e-02
3.123123123123122902e+00,2.560392955711308094e+00,9.938420622844910124e-01,-5.775480392951061817e-03,4.705361057997426572e-02
3.153153153153152921e+00,2.590237518226327307e+00,9.938107400035273153e-01,-4.415418797751279045e-03,4.358869351060306457e-02
3.183183183183182940e+00,2.620081761797808717e+00,9.938183611540810647e-01,-3.158864082857048856e-03,4.020979403373709654e-02
3.213213213213213404e+00,2.649926775027915848e+00,9.938648739103702612e-01,-2.002420300266897265e-03,3.683194576043491431e-02
3.243243243243243423e+00,2.679773628221335358e+00,9.939408809742423800e-01,-9.447727590762712135e-04,3.361671454363553829e-02
3.273273273273273443e+00,2.709623205858795902e+00,9.940451331628497034e-01,1.776235480188643545e-05,3.051515536907804110e-02
3.303303303303303462e+00,2.739476302553964793e+00,9.941752831583026140e-01,8.888083466271290639e-04,2.750977644863247459e-02
3.333333333333333481e+00,2.769333619451022965e+00,9.943287630136552480e-01,1.672107829320981180e-03,2.459180224115018604e-02
